number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,3,07:09:19,08:44:32,"['29', '4', '6']",[]
3,11,08:55:37,08:57:37,[],['29']
4,13,09:03:20,09:05:20,['7'],"['4', '6']"
5,11,09:11:03,09:13:03,['28'],[]
6,10,09:15:00,09:17:00,['11'],[]
7,9,09:19:30,09:21:30,['20'],[]
8,3,09:29:07,09:31:07,[],['28']
9,0,09:40:26,10:42:00,"['15', '25']","['7', '20', '11']"
10,11,11:00:38,11:02:53,['2'],"['15', '25']"
11,10,11:04:50,11:06:50,['23'],['2']
12,0,11:23:42,19:00:00,[],['23']
