number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,14,07:05:32,08:07:00,['29'],[]
3,0,08:12:32,09:12:32,['60'],['29']
4,14,09:18:04,09:20:04,[],['60']
5,4,09:27:58,09:29:58,['10'],[]
6,20,09:43:53,10:37:00,['67'],['10']
7,18,10:42:02,10:44:02,['43'],[]
8,14,11:00:01,11:04:28,['64'],[]
9,0,11:10:00,13:32:06,['56'],"['64', '43', '67']"
10,14,13:37:38,13:39:38,[],['56']
11,20,14:00:00,14:02:00,['26'],[]
12,4,14:15:55,14:17:55,[],['26']
13,20,14:31:50,14:35:00,['50'],[]
14,4,14:48:55,16:19:30,['55'],['50']
15,18,16:28:30,16:30:30,[],['55']
16,17,16:34:43,16:36:43,['0'],[]
17,4,16:41:37,16:43:37,[],['0']
18,15,16:50:00,16:52:00,['68'],[]
19,16,16:54:46,17:02:00,['31'],[]
20,4,17:05:44,17:15:56,['8'],['31']
21,20,17:29:51,17:52:51,[],"['8', '68']"
22,0,18:14:51,19:00:00,[],[]
