number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,07:57:58,[],[]
2,0,08:28:12,08:32:00,"['45', '73', '77']",[]
3,13,08:43:09,08:47:32,['85'],"['45', '77']"
4,12,08:54:15,08:56:15,[],"['85', '73']"
5,11,09:01:13,09:32:00,"['44', '36']",[]
6,12,09:36:58,09:47:00,['57'],[]
7,0,10:00:51,10:04:17,['82'],"['57', '44', '36']"
8,12,10:18:08,10:20:08,['60'],[]
9,4,10:35:54,11:04:12,"['54', '25']","['60', '82']"
10,11,11:15:00,11:17:00,['19'],"['54', '25']"
11,13,11:28:41,11:30:41,['41'],[]
12,14,11:34:23,11:36:23,[],['19']
13,0,11:44:19,11:46:19,['50'],['41']
14,4,12:12:19,12:20:19,"['3', '7']",['50']
15,11,12:31:07,12:33:07,['66'],[]
16,12,12:38:05,12:40:05,[],['7']
17,13,12:46:48,12:48:48,[],"['66', '3']"
18,14,12:52:30,12:54:30,['40'],[]
19,13,12:58:12,13:00:12,['39'],[]
20,9,13:12:12,13:14:12,[],['40']
21,8,13:24:58,13:49:23,['4'],['39']
22,0,14:19:37,14:23:09,['31'],['4']
23,13,14:34:18,14:36:18,[],['31']
24,8,14:58:14,19:00:00,[],[]
