number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:52:30,[],[]
2,6,08:06:54,08:08:54,['16'],[]
3,3,08:14:37,08:51:08,"['44', '1']",['16']
4,1,08:58:03,09:12:42,[],"['1', '44']"
5,3,09:19:37,09:29:55,['6'],[]
6,5,09:35:50,09:39:18,[],['6']
7,6,09:40:00,09:42:00,['11'],[]
8,3,09:47:43,09:49:43,['27'],['11']
9,6,09:55:26,10:12:00,"['38', '23', '5']",['27']
10,5,10:12:42,10:14:42,['2'],[]
11,3,10:20:37,10:24:05,['29'],"['2', '23', '38', '5']"
12,5,10:30:00,10:32:00,['31'],['29']
13,4,10:37:43,10:39:43,"['12', '47']",[]
14,3,10:43:11,10:45:11,[],"['12', '47']"
15,2,10:48:39,10:50:39,[],['31']
16,3,10:54:07,10:57:00,['8'],[]
17,4,11:00:28,11:02:28,['21'],['8']
18,3,11:05:56,11:17:54,['35'],['21']
19,1,11:24:49,11:26:49,[],['35']
20,0,11:33:03,19:00:00,[],[]
