number,stop ID,arrival time,departure time,pick up users,drop of users
1,25,07:00:00,07:00:00,[],[]
2,27,07:04:02,08:12:00,"['59', '11']",[]
3,13,08:16:23,08:18:23,[],"['59', '11']"
4,27,08:22:46,08:25:29,['32'],[]
5,13,08:29:52,08:31:52,[],['32']
6,25,08:38:26,09:02:00,['31'],[]
7,12,09:06:02,09:17:00,['34'],[]
8,13,09:19:46,09:22:43,['49'],"['31', '34']"
9,12,09:25:29,09:56:43,['36'],['49']
10,13,09:59:29,10:01:29,[],['36']
11,24,10:08:03,10:10:03,['20'],[]
12,26,10:13:31,10:15:31,[],['20']
13,13,10:21:54,11:02:19,['40'],[]
14,26,11:08:42,11:16:03,[],['40']
15,24,11:19:31,11:28:58,['3'],[]
16,12,11:33:00,11:35:00,[],['3']
17,13,11:37:46,11:45:47,"['13', '19']",[]
18,27,11:50:10,11:52:10,[],['13']
19,26,11:55:38,11:57:38,[],['19']
20,25,12:04:52,19:00:00,[],[]
