number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,20,07:22:00,08:17:00,"['25', '56']",[]
3,4,08:30:55,08:43:24,['7'],[]
4,16,08:47:08,08:49:08,[],['7']
5,15,08:51:54,08:53:54,[],['25']
6,14,08:57:22,08:59:22,[],['56']
7,0,09:04:54,09:16:32,['32'],[]
8,15,09:25:32,09:27:32,[],['32']
9,18,09:42:50,09:52:00,['5'],[]
10,17,09:56:13,09:59:37,['29'],[]
11,16,10:08:11,10:10:11,[],['29']
12,0,10:19:36,10:21:36,[],['5']
13,17,10:37:16,10:52:00,"['13', '42']",[]
14,4,10:56:54,11:07:00,['23'],"['42', '13']"
15,20,11:20:55,11:22:55,[],['23']
16,0,11:44:55,19:00:00,[],[]
