number,stop ID,arrival time,departure time,pick up users,drop of users
1,25,07:00:00,07:58:29,[],[]
2,27,08:02:31,08:04:31,['3'],[]
3,13,08:08:54,08:40:34,['26'],['3']
4,26,08:46:57,09:07:57,[],['26']
5,24,09:11:25,10:58:02,['68'],[]
6,27,11:00:13,11:02:13,[],['68']
7,13,11:06:36,12:05:00,['9'],[]
8,24,12:11:34,12:23:30,"['20', '59']",['9']
9,12,12:27:32,12:29:32,[],"['20', '59']"
10,27,12:31:29,12:47:00,['7'],[]
11,25,12:51:02,13:05:02,[],['7']
12,13,13:11:36,13:23:06,['66'],[]
13,25,13:29:40,13:55:58,['89'],['66']
14,27,14:00:00,14:02:00,['43'],[]
15,13,14:06:23,14:59:21,['1'],"['89', '43']"
16,12,15:02:07,15:14:41,[],['1']
17,25,15:18:43,19:00:00,[],[]
