number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,1,07:06:12,08:27:00,"['25', '9']",[]
3,0,08:33:12,08:37:03,[],"['25', '9']"
4,2,08:48:28,09:05:01,['44'],[]
5,3,09:10:33,09:13:22,"['47', '17']",[]
6,4,09:22:36,09:37:42,['18'],"['44', '47', '17']"
7,3,09:46:56,09:52:00,['45'],['18']
8,2,09:57:32,09:59:32,['16'],[]
9,0,10:10:57,10:17:14,['15'],"['16', '45']"
10,4,10:43:14,10:50:14,[],['15']
11,2,11:05:00,11:07:00,['29'],[]
12,3,11:12:32,11:14:32,[],['29']
13,0,11:31:23,19:00:00,[],[]
