number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,07:00:00,[],[]
2,24,07:17:50,08:47:00,['64'],[]
3,25,08:52:32,08:54:32,['67'],[]
4,13,08:57:27,10:57:42,"['47', '60']","['67', '64']"
5,23,11:04:21,11:11:40,[],"['47', '60']"
6,24,11:15:35,11:47:00,['5'],[]
7,13,11:54:02,11:56:02,"['74', '68']",['5']
8,25,11:58:57,12:00:57,[],['74']
9,24,12:06:29,13:22:00,['1'],['68']
10,13,13:29:02,14:05:05,['58'],['1']
11,25,14:08:00,14:12:00,['71'],[]
12,21,14:24:49,17:05:55,"['7', '18', '42']","['71', '58']"
13,22,17:11:27,17:13:27,[],['42']
14,13,17:23:46,17:25:46,[],"['7', '18']"
15,21,17:39:29,19:00:00,[],[]
