number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:58:46,[],[]
2,1,08:03:24,08:05:24,['30'],[]
3,6,08:18:49,08:20:49,[],['30']
4,19,08:23:41,08:25:41,['44'],[]
5,6,08:28:33,08:30:33,['10'],[]
6,2,08:42:45,08:48:43,[],['10']
7,1,08:50:00,08:52:00,['41'],['44']
8,2,08:53:17,08:55:17,[],['41']
9,3,09:00:44,09:27:00,"['7', '48']",[]
10,4,09:30:51,09:32:51,['35'],[]
11,6,09:36:42,09:38:42,"['54', '58']",['48']
12,17,09:41:34,09:43:33,[],"['54', '58']"
13,18,09:46:07,10:10:56,['27'],"['7', '35']"
14,17,10:13:30,10:17:00,"['17', '22']",[]
15,6,10:19:52,10:25:49,['11'],"['27', '17', '22']"
16,19,10:28:41,10:30:41,[],['11']
17,6,10:33:33,10:35:41,['45'],[]
18,17,10:38:33,10:40:33,['15'],['45']
19,6,10:43:25,10:46:47,[],['15']
20,5,10:49:21,10:51:21,['13'],[]
21,6,10:53:55,10:55:55,['40'],['13']
22,19,10:58:47,11:00:47,[],['40']
23,6,11:03:39,11:05:39,"['14', '33']",[]
24,5,11:08:13,11:10:13,[],['14']
25,3,11:15:22,11:19:27,[],['33']
26,6,11:27:10,11:29:10,['25'],[]
27,0,11:46:25,19:00:00,[],['25']
