number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,07:00:00,[],[]
2,7,07:11:39,08:22:00,['45'],[]
3,13,08:33:51,08:37:00,['2'],['45']
4,12,08:39:34,08:42:00,"['64', '11']",['2']
5,13,08:44:34,08:46:34,['19'],[]
6,16,08:54:23,08:57:00,"['49', '43']",[]
7,6,08:58:49,09:01:29,['30'],"['49', '43', '11', '64', '19']"
8,8,09:14:09,09:16:09,[],['30']
9,7,09:20:00,09:22:00,['14'],[]
10,10,09:26:38,09:28:38,['32'],['14']
11,16,09:37:15,09:39:15,[],['32']
12,6,09:41:04,09:43:04,['51'],[]
13,16,09:44:53,09:46:53,[],['51']
14,11,09:57:48,10:13:28,['6'],[]
15,6,10:26:12,11:04:45,"['34', '66']",['6']
16,16,11:06:34,11:08:34,[],['34']
17,9,11:18:22,11:42:00,['48'],['66']
18,10,11:43:17,11:51:13,['26'],[]
19,11,11:55:04,11:57:04,['59'],[]
20,13,12:03:30,12:05:30,[],['48']
21,6,12:14:52,12:16:52,['33'],"['26', '59']"
22,7,12:28:31,12:30:31,[],['33']
23,8,12:34:22,13:52:00,['21'],[]
24,7,13:55:51,13:57:51,[],['21']
25,0,14:07:39,14:16:20,"['41', '63']",[]
26,9,14:30:11,14:32:11,[],['41']
27,6,14:43:41,19:00:00,[],['63']
