number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:06:00,[],[]
2,15,08:15:00,08:17:00,['29'],[]
3,4,08:23:23,08:25:23,['10'],['29']
4,19,08:34:37,08:40:09,[],['10']
5,18,08:42:14,09:02:00,['13'],[]
6,0,09:20:26,09:59:19,['22'],['13']
7,20,10:21:19,10:23:19,[],['22']
8,19,10:28:13,10:30:13,"['17', '26']",[]
9,18,10:32:18,10:34:18,[],['17']
10,15,10:49:36,10:51:36,[],['26']
11,0,11:00:36,11:04:22,['5'],[]
12,14,11:09:54,11:11:54,[],['5']
13,0,11:17:26,19:00:00,[],[]
