number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,7,07:03:28,09:17:00,['4'],[]
3,0,09:20:28,09:22:28,[],['4']
4,7,09:25:56,09:27:56,['40'],[]
5,0,09:31:24,09:33:24,[],['40']
6,13,09:57:43,10:10:34,['26'],[]
7,10,10:18:01,10:38:47,[],['26']
8,11,10:40:44,14:22:00,['16'],[]
9,8,14:28:55,14:32:00,['32'],[]
10,3,14:36:09,14:38:09,[],"['32', '16']"
11,11,14:49:14,14:52:00,['2'],[]
12,3,15:03:05,15:05:05,[],['2']
13,8,15:09:14,15:17:00,['20'],[]
14,13,15:29:32,15:48:23,['43'],['20']
15,3,16:05:03,16:07:03,['46'],[]
16,7,16:14:11,16:16:11,[],"['46', '43']"
17,0,16:19:39,16:25:51,"['13', '45']",[]
18,3,16:35:10,17:23:23,['1'],"['13', '45']"
19,9,17:31:00,17:33:00,[],['1']
20,0,17:48:29,19:00:00,[],[]
