number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,07:00:00,[],[]
2,10,07:10:22,08:13:00,"['14', '34']",[]
3,6,08:23:22,08:25:22,"['19', '4', '20', '7', '44', '58']","['14', '34']"
4,10,08:35:44,08:37:44,[],"['44', '58']"
5,9,08:39:01,08:41:01,[],['20']
6,8,08:42:18,08:44:18,['33'],['19']
7,7,08:48:09,08:50:09,[],['7']
8,0,08:59:57,09:07:00,"['21', '41', '37']","['4', '33']"
9,7,09:16:48,09:31:26,[],"['21', '37']"
10,9,09:35:30,09:42:00,"['48', '16']",['41']
11,10,09:43:17,09:45:47,['64'],[]
12,15,09:52:20,09:54:20,[],['48']
13,6,09:58:58,10:03:52,"['30', '56', '0']","['16', '64']"
14,16,10:05:41,10:07:41,[],['56']
15,7,10:17:58,10:19:58,[],['30']
16,0,10:29:46,10:42:00,['26'],['0']
17,7,10:51:48,10:57:00,['8'],[]
18,14,11:07:22,11:09:22,[],['8']
19,16,11:14:40,11:16:40,[],['26']
20,6,11:18:29,19:00:00,[],[]
