number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,08:54:49,"['19', '15']",[]
2,17,08:57:41,08:59:41,[],['15']
3,29,09:03:32,09:05:32,[],['19']
4,31,09:11:58,09:15:56,['31'],[]
5,30,09:20:00,09:22:00,['23'],[]
6,29,09:24:52,09:26:52,['5'],[]
7,6,09:32:37,10:30:11,"['13', '21', '28']","['23', '5', '31']"
8,29,10:35:56,10:37:56,[],['21']
9,31,10:44:22,10:46:22,[],['28']
10,28,10:48:56,11:27:00,['12'],['13']
11,29,11:36:00,12:47:00,['38'],['12']
12,17,12:50:51,13:23:11,['8'],['38']
13,29,13:27:02,13:30:14,['17'],[]
14,31,13:36:40,13:53:10,[],['8']
15,28,13:55:44,14:01:14,"['2', '6']",['17']
16,31,14:03:48,14:05:48,[],['6']
17,6,14:17:39,19:00:00,[],['2']
