number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,17,07:19:07,08:17:16,['52'],[]
3,6,08:20:08,08:22:08,[],['52']
4,18,08:25:00,08:27:00,"['1', '43']",[]
5,17,08:29:34,08:32:00,['14'],[]
6,6,08:34:52,08:36:52,"['30', '55', '48']","['1', '14']"
7,3,08:44:35,08:46:35,[],['55']
8,1,08:53:01,08:55:01,[],['30']
9,0,08:59:39,09:01:39,[],"['43', '48']"
10,1,09:06:17,09:17:00,['16'],[]
11,2,09:18:17,09:20:17,['2'],[]
12,6,09:32:29,09:34:29,[],['16']
13,18,09:37:21,09:39:21,[],['2']
14,20,09:43:12,10:13:13,['19'],[]
15,18,10:17:04,10:19:04,['33'],[]
16,17,10:21:38,10:23:38,['59'],[]
17,6,10:26:30,10:28:30,[],"['59', '33', '19']"
18,5,10:31:04,10:52:00,['39'],[]
19,6,10:54:34,11:30:55,"['42', '26']",['39']
20,19,11:33:47,11:36:32,[],"['42', '26']"
21,5,11:41:10,11:57:00,['3'],[]
22,20,12:04:16,12:06:16,[],['3']
23,5,12:13:32,12:27:00,['37'],[]
24,2,12:36:48,12:42:00,['58'],[]
25,0,12:47:27,13:04:57,['7'],"['37', '58']"
26,2,13:10:24,13:27:00,"['28', '10']",[]
27,6,13:39:12,13:41:12,[],"['28', '10']"
28,17,13:44:04,13:46:04,[],['7']
29,6,13:48:56,13:50:56,['27'],[]
30,4,13:54:47,13:56:47,[],['27']
31,3,14:00:38,14:02:38,['54'],[]
32,0,14:13:33,19:00:00,[],['54']
