number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,08:37:05,"['27', '25']",[]
2,13,08:46:27,08:49:11,['28'],[]
3,12,08:51:45,08:53:45,[],['27']
4,11,08:57:36,08:59:36,['12'],[]
5,7,09:07:44,09:09:44,[],['25']
6,0,09:19:32,09:41:30,"['34', '33']","['28', '12']"
7,13,10:02:35,10:04:35,[],['34']
8,6,10:13:57,10:15:57,[],['33']
9,16,10:17:46,10:28:11,['35'],[]
10,6,10:30:00,10:32:00,['6'],['35']
11,14,10:38:55,10:47:26,[],['6']
12,15,10:50:00,10:52:00,['14'],[]
13,6,10:56:38,19:00:00,[],['14']
