number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,07:00:00,[],[]
2,10,07:10:22,08:36:09,['30'],[]
3,11,08:40:00,08:42:00,['68'],[]
4,6,08:54:44,08:56:52,['32'],"['68', '30']"
5,10,09:07:14,09:27:00,['29'],['32']
6,8,09:29:34,09:31:34,[],['29']
7,9,09:32:51,09:37:00,['8'],[]
8,15,09:44:49,09:52:00,['3'],[]
9,16,09:54:52,09:56:52,['34'],[]
10,6,09:58:41,10:00:41,"['77', '27', '40']","['8', '34', '3']"
11,16,10:02:30,10:04:30,[],['40']
12,15,10:07:22,10:09:22,[],['77']
13,12,10:15:07,10:17:55,['88'],[]
14,10,10:23:22,10:25:22,[],['27']
15,7,10:30:00,10:32:00,['9'],['88']
16,8,10:35:51,10:47:26,[],['9']
17,10,10:50:00,10:52:00,['19'],[]
18,6,11:02:22,11:13:05,"['61', '63', '67']",['19']
19,14,11:20:00,11:22:00,"['13', '79']",['63']
20,11,11:28:55,11:32:00,['47'],[]
21,9,11:36:04,11:38:04,[],"['13', '47']"
22,8,11:39:21,11:41:21,[],"['67', '61', '79']"
23,10,11:43:55,11:45:55,['48'],[]
24,7,11:50:33,11:58:09,[],['48']
25,13,12:10:00,12:12:00,['41'],[]
26,10,12:19:30,12:22:00,"['74', '70']",['41']
27,11,12:25:51,12:27:51,['33'],[]
28,14,12:34:46,12:37:00,['39'],[]
29,6,12:43:55,12:45:55,"['62', '4']","['74', '39', '70', '33']"
30,16,12:47:44,12:49:44,['66'],[]
31,14,12:55:02,12:58:05,[],"['62', '4']"
32,11,13:05:00,13:07:00,['60'],[]
33,8,13:11:38,13:13:38,[],['66']
34,0,13:27:03,14:09:27,"['16', '14']",['60']
35,8,14:22:52,14:24:52,[],['14']
36,11,14:29:30,14:43:48,[],['16']
37,6,14:56:32,19:00:00,[],[]
