user ID,used buses,used transfer points,waiting time,ride time,shortest time possible,number of transfers(for shortest)
0,"[18, 4]","[3, 4, 19]",16.6,12.7,16.7,2
1,"[4, 18, 9, 64]","[18, 4, 3, 13, 12]",31.9,32.02,39.9,4
2,"[14, 8, 19]","[18, 4, 3, 8]",6.3,16.62,22.62,3
3,"[164, 19]","[27, 13, 8]",6.0,16.95,20.92,2
4,"[4, 19]","[19, 0, 8]",6.3,29.83,22.85,3
5,"[4, 8]","[18, 4, 2]",6.0,15.92,19.92,2
6,"[8, 19]","[5, 3, 10]",18.2,18.97,19.7,2
7,[164],"[27, 25]",6.0,11.08,6.03,1
8,"[14, 8, 19]","[14, 4, 3, 10]",11.8,21.42,26.4,2
9,"[19, 64]","[11, 13, 24]",21.8,12.52,16.28,2
10,"[192, 4]","[22, 0, 4]",24.8,23.97,27.97,2
11,[4],"[15, 0]",2.0,9.0,11.0,1
12,-,-,-,-,7.72,1
13,"[64, 192, 8]","[25, 24, 0, 1]",28.9,31.27,36.15,3
14,"[92, 9]","[21, 0, 7]",22.0,12.02,16.03,2
15,"[19, 8, 192]","[9, 3, 0, 22]",21.1,32.62,30.7,3
16,"[164, 19, 18]","[24, 13, 3, 1]",17.0,30.82,31.1,2
17,[14],"[19, 15]",2.0,15.25,17.25,1
18,"[14, 92]","[14, 0, 22]",12.8,17.38,21.38,2
19,"[92, 14]","[21, 0, 14]",5.6,14.1,18.1,2
20,[64],"[24, 12]",2.0,4.03,6.03,1
21,"[14, 8]","[19, 4, 3]",6.9,14.53,16.7,2
22,"[8, 192]","[5, 0, 22]",18.1,34.17,30.67,2
23,-,-,-,-,16.88,2
24,"[14, 8]","[16, 4, 0]",9.6,17.78,11.42,1
25,"[9, 8, 14]","[9, 3, 4, 19]",17.7,20.97,26.32,3
26,"[9, 164]","[10, 13, 26]",23.0,13.83,17.83,2
27,"[18, 4]","[6, 4, 17]",16.3,11.3,14.82,2
28,"[164, 92]","[26, 24, 22]",4.0,12.48,16.5,2
29,[8],"[2, 4]",4.0,6.92,8.92,1
30,"[64, 9]","[25, 13, 9]",4.0,15.67,19.67,2
31,[64],"[24, 25]",2.0,4.15,6.15,1
32,[19],"[13, 11]",2.0,5.72,7.72,1
33,"[18, 4]","[5, 4, 19]",11.3,16.78,18.95,2
