number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,07:54:14,[],[]
2,9,08:05:00,08:07:00,['10'],[]
3,11,08:10:48,08:12:48,['41'],[]
4,13,08:24:29,08:26:29,[],['10']
5,0,08:37:38,08:43:35,"['36', '56']",['41']
6,14,08:51:31,09:02:56,[],['36']
7,13,09:06:38,09:08:38,['28'],[]
8,12,09:15:21,09:17:21,"['4', '23']",['56']
9,4,09:33:07,09:36:42,"['11', '35']","['28', '4', '23']"
10,11,09:47:30,09:49:30,[],['35']
11,12,09:54:28,09:57:00,['57'],['11']
12,13,10:03:43,10:07:50,['51'],['57']
13,9,10:19:50,10:21:50,['33'],[]
14,8,10:32:36,10:42:41,"['27', '40', '37']","['33', '51']"
15,13,11:04:37,11:06:37,[],['27']
16,14,11:10:19,11:24:32,[],"['40', '37']"
17,8,11:47:41,19:00:00,[],[]
