number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:32:56,"['17', '9']",[]
2,14,08:38:28,08:40:28,[],['9']
3,15,08:43:56,08:45:56,[],['17']
4,20,09:06:01,09:08:01,['15'],[]
5,4,09:21:56,09:23:56,['19'],['15']
6,15,09:30:19,09:36:25,[],['19']
7,14,09:39:53,09:41:53,['28'],[]
8,4,09:49:47,09:51:47,[],['28']
9,15,09:58:10,10:07:00,['16'],[]
10,0,10:16:00,10:47:00,['11'],['16']
11,14,10:52:32,10:54:32,['6'],[]
12,15,10:58:00,11:00:00,[],"['11', '6']"
13,0,11:09:00,19:00:00,[],[]
