number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:14:58,[],[]
2,4,08:27:05,08:29:05,['33'],[]
3,3,08:32:33,08:42:28,[],['33']
4,6,08:48:11,09:02:00,['32'],[]
5,3,09:07:43,09:35:40,"['54', '56']",['32']
6,4,09:39:08,09:41:08,[],['54']
7,6,09:47:03,10:05:23,[],['56']
8,5,10:06:05,10:37:00,['48'],[]
9,4,10:42:43,10:44:43,['47'],[]
10,3,10:48:11,10:50:11,[],"['48', '47']"
11,2,10:53:39,11:42:00,['24'],[]
12,3,11:45:28,11:47:28,['27'],['24']
13,4,11:50:56,11:52:56,[],['27']
14,5,11:58:39,12:37:00,"['29', '30']",[]
15,4,12:42:43,12:44:43,['37'],[]
16,3,12:48:11,12:50:11,[],['29']
17,0,12:59:30,13:31:29,['45'],"['37', '30']"
18,1,13:37:43,15:27:00,['10'],['45']
19,0,15:33:14,19:00:00,[],['10']
