number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,21,07:04:38,08:52:21,['82'],[]
3,0,08:56:59,09:20:17,['31'],['82']
4,22,09:26:43,09:28:43,[],['31']
5,23,09:30:00,09:32:00,['30'],[]
6,27,09:41:00,09:47:00,['25'],['30']
7,28,09:50:38,10:10:22,['57'],['25']
8,26,10:15:00,10:17:00,['66'],['57']
9,28,10:21:38,10:42:00,"['48', '67']",['66']
10,27,10:45:38,10:52:27,['37'],[]
11,25,10:56:18,11:03:12,[],['48']
12,24,11:05:46,11:07:46,[],['67']
13,21,11:14:12,11:17:00,['47'],[]
14,0,11:21:38,19:00:00,[],"['47', '37']"
