number,stop ID,arrival time,departure time,pick up users,drop of users
1,6,07:00:00,07:00:00,[],[]
2,0,07:17:15,08:47:00,"['17', '19']",[]
3,7,08:56:48,08:58:48,[],['17']
4,6,09:10:27,09:14:11,['21'],['19']
5,14,09:21:06,09:37:00,['8'],[]
6,10,09:43:33,09:45:33,[],['21']
7,9,09:46:50,09:48:50,[],['8']
8,14,09:56:39,10:07:00,['1'],[]
9,13,10:09:34,10:11:34,[],['1']
10,14,10:14:08,10:16:08,['0'],[]
11,6,10:23:03,10:25:03,['6'],['0']
12,16,10:26:52,10:28:52,['28'],[]
13,14,10:34:10,10:36:09,[],"['6', '28']"
14,8,10:45:14,10:47:15,"['15', '4']",[]
15,6,10:59:55,11:01:55,['9'],"['15', '4']"
16,16,11:03:44,11:05:44,['11'],[]
17,13,11:13:33,11:15:33,['20'],['9']
18,11,11:21:59,11:23:59,[],['11']
19,7,11:32:07,11:34:07,[],['20']
20,6,11:45:46,19:00:00,[],[]
