number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:20:41,[],[]
2,13,08:45:00,08:47:00,['51'],[]
3,10,08:54:27,08:56:27,[],['51']
4,3,09:06:14,09:08:14,['46'],[]
5,8,09:12:23,09:14:23,[],['46']
6,3,09:18:32,09:33:45,"['0', '41', '18']",[]
7,11,09:44:50,09:46:50,[],['0']
8,13,09:52:33,09:54:32,[],"['41', '18']"
9,7,10:17:53,10:19:54,"['55', '75']",[]
10,3,10:27:02,10:29:01,[],"['55', '75']"
11,8,10:33:10,10:37:00,['58'],[]
12,10,10:42:43,10:44:43,[],['58']
13,9,10:47:13,11:46:45,['17'],[]
14,3,11:54:22,11:57:32,"['90', '31']",['17']
15,8,12:01:41,12:03:41,[],['90']
16,11,12:10:36,13:07:00,"['76', '5']",['31']
17,3,13:18:05,13:20:05,['30'],"['76', '5']"
18,7,13:27:13,13:29:13,[],['30']
19,3,13:36:21,13:39:05,"['3', '79']",[]
20,12,13:55:45,13:57:45,[],['79']
21,13,14:00:31,14:39:26,['33'],['3']
22,3,14:56:06,14:58:06,['63'],['33']
23,7,15:05:14,15:07:14,[],['63']
24,3,15:14:22,15:16:22,"['97', '27']",[]
25,10,15:26:09,15:28:09,[],['97']
26,13,15:35:36,16:17:00,['32'],['27']
27,11,16:22:43,16:24:43,[],['32']
28,12,16:30:26,16:57:00,['44'],[]
29,3,17:13:40,17:30:40,[],['44']
30,0,17:39:59,19:00:00,[],[]
