number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,08:04:23,[],[]
2,13,08:26:19,08:28:19,['21'],[]
3,11,08:40:00,08:42:00,['17'],[]
4,4,08:52:48,08:54:48,['33'],"['21', '17']"
5,10,09:00:43,09:04:05,['16'],['33']
6,4,09:10:00,09:14:03,"['20', '15']",['16']
7,11,09:24:51,09:26:51,['19'],[]
8,12,09:31:49,09:46:49,[],"['19', '20', '15']"
9,9,09:52:39,09:57:00,['18'],[]
10,13,10:09:00,10:14:51,['27'],[]
11,14,10:18:33,10:20:33,[],['18']
12,0,10:28:29,10:30:29,[],['27']
13,14,10:38:25,10:40:25,['22'],[]
14,11,10:51:30,10:53:30,['6'],[]
15,4,11:04:18,11:06:18,[],['6']
16,10,11:12:13,11:14:13,[],['22']
17,8,11:24:32,11:33:15,"['7', '29', '24']",[]
18,9,11:44:01,11:46:01,[],['29']
19,12,11:51:51,11:53:51,[],['24']
20,0,12:07:42,12:09:42,[],['7']
21,8,12:39:56,19:00:00,[],[]
