number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,08:14:23,['20'],[]
2,9,08:25:09,08:32:00,['22'],[]
3,13,08:44:00,08:47:00,['35'],[]
4,0,08:58:09,09:02:47,"['29', '19', '15']","['20', '35', '22']"
5,12,09:16:38,09:18:38,[],['29']
6,11,09:23:36,09:25:36,[],['15']
7,10,09:31:08,09:33:08,[],['19']
8,8,09:43:27,10:28:19,['16'],[]
9,4,10:41:14,10:43:14,"['32', '36']",['16']
10,9,10:55:03,10:57:03,['14'],['36']
11,8,11:07:49,11:09:49,[],"['32', '14']"
12,4,11:22:44,11:46:18,"['6', '1']",[]
13,10,11:52:13,11:54:13,[],['6']
14,8,12:04:32,19:00:00,[],['1']
