number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:04:05,[],[]
2,3,08:15:00,08:17:00,['36'],[]
3,6,08:24:43,08:26:43,[],['36']
4,19,08:29:35,08:31:35,['45'],[]
5,5,08:36:13,08:38:13,['24'],[]
6,0,08:53:13,09:53:52,['31'],"['45', '24']"
7,2,09:59:19,10:05:59,[],['31']
8,0,10:11:26,11:28:03,"['30', '0']",[]
9,5,11:43:03,11:45:03,[],['0']
10,19,11:49:41,12:22:00,['29'],['30']
11,6,12:24:52,13:28:57,['18'],['29']
12,3,13:36:40,13:52:00,['32'],[]
13,2,13:57:27,13:59:27,[],['32']
14,0,14:04:54,19:00:00,[],['18']
