number,stop ID,arrival time,departure time,pick up users,drop of users
1,21,07:00:00,08:32:26,['27'],[]
2,20,08:36:08,08:38:08,[],['27']
3,18,08:43:40,08:45:40,['29'],[]
4,16,08:52:19,08:54:19,['7'],[]
5,0,09:00:47,09:06:29,"['20', '22']","['7', '29']"
6,17,09:15:00,09:17:00,['24'],"['20', '22']"
7,18,09:20:42,09:32:00,['2'],[]
8,19,09:34:46,09:36:46,[],"['24', '2']"
9,17,09:43:14,09:52:00,['11'],[]
10,0,10:00:31,10:10:38,['21'],['11']
11,15,10:13:24,10:15:24,['37'],['21']
12,20,10:29:28,10:49:28,[],['37']
13,18,10:55:00,10:57:00,['13'],[]
14,0,11:08:34,11:11:01,['16'],['13']
15,17,11:19:32,11:29:45,[],['16']
16,21,11:42:40,12:04:24,['10'],[]
17,20,12:08:06,12:10:06,[],['10']
18,21,12:13:48,19:00:00,[],[]
