number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,5,07:14:49,08:07:00,['71'],[]
3,4,08:12:43,08:14:43,[],['71']
4,5,08:20:26,08:37:00,"['5', '74']",[]
5,4,08:42:43,08:44:43,[],['74']
6,3,08:48:11,08:52:11,['12'],['5']
7,0,09:01:30,09:07:00,['78'],['12']
8,1,09:13:14,09:16:32,['21'],[]
9,2,09:20:00,09:22:00,['32'],[]
10,4,09:28:55,09:30:55,['26'],"['78', '32']"
11,5,09:36:38,09:38:38,[],['21']
12,6,09:39:20,09:41:20,[],['26']
13,5,09:42:02,09:44:02,['8'],[]
14,3,09:49:57,10:01:13,['23'],['8']
15,4,10:04:41,10:44:16,['14'],['23']
16,3,10:47:44,10:49:44,['18'],['14']
17,2,10:53:12,10:55:12,['69'],['18']
18,3,10:58:40,11:00:40,"['59', '75', '76']",['69']
19,4,11:04:08,11:12:00,['77'],"['59', '75', '76']"
20,5,11:17:43,11:24:18,[],['77']
21,6,11:25:00,11:27:00,['34'],[]
22,4,11:32:55,11:42:27,['36'],[]
23,2,11:49:22,11:51:22,[],['34']
24,1,11:54:50,12:12:00,['25'],['36']
25,3,12:18:55,12:20:55,[],['25']
26,4,12:24:23,12:33:54,['53'],[]
27,3,12:37:22,13:06:23,['44'],['53']
28,5,13:12:18,13:14:18,[],['44']
29,4,13:20:01,13:44:54,"['54', '1']",[]
30,2,13:51:49,13:53:49,[],['54']
31,0,14:00:57,19:00:00,[],['1']
