number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:58:49,[],[]
2,13,08:23:08,08:25:08,"['11', '59']",[]
3,3,08:41:48,08:54:44,"['50', '2']","['11', '59']"
4,9,09:02:21,09:04:21,[],['2']
5,10,09:06:51,09:08:51,[],['50']
6,11,09:10:48,09:12:48,['49'],[]
7,13,09:18:31,09:21:46,"['31', '10', '34']",['49']
8,8,09:34:18,09:36:18,[],['34']
9,3,09:40:27,09:43:29,[],"['31', '10']"
10,7,09:50:37,10:11:14,"['37', '33', '55']",[]
11,3,10:18:22,10:20:22,"['5', '58', '41', '52']","['37', '55', '33']"
12,9,10:27:59,10:29:59,[],['5']
13,10,10:32:29,10:34:29,[],"['41', '58']"
14,13,10:41:56,10:43:56,[],['52']
15,0,11:08:15,19:00:00,[],[]
