number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:48:36,[],[]
2,3,08:05:27,08:07:27,['28'],[]
3,0,08:24:18,08:26:18,"['59', '38', '41']",['28']
4,1,08:32:30,08:34:30,[],['38']
5,3,08:45:35,08:47:35,[],['59']
6,4,08:56:49,08:59:46,[],['41']
7,3,09:09:00,09:22:00,['27'],[]
8,0,09:38:51,09:46:46,"['37', '45', '15']",['27']
9,1,09:52:58,09:54:58,[],['15']
10,2,10:00:30,10:04:28,[],"['45', '37']"
11,3,10:10:00,10:12:00,['8'],[]
12,4,10:21:14,10:45:09,"['56', '50']",['8']
13,0,11:11:09,19:00:00,[],"['56', '50']"
