number,stop ID,arrival time,departure time,pick up users,drop of users
1,8,07:00:00,07:00:00,[],[]
2,7,07:05:23,09:50:46,"['3', '19']",[]
3,4,10:01:55,10:03:55,['67'],"['3', '19']"
4,6,10:12:37,10:17:00,"['37', '46']",['67']
5,7,10:19:46,10:22:47,['43'],['37']
6,8,10:28:10,12:27:00,['23'],"['46', '43']"
7,4,12:39:55,12:42:00,['59'],['23']
8,7,12:53:09,13:57:00,['14'],['59']
9,4,14:08:09,14:23:14,['41'],['14']
10,5,14:26:56,15:59:50,"['7', '17']",['41']
11,4,16:03:32,16:06:24,['54'],"['7', '17']"
12,8,16:19:19,16:21:19,[],['54']
13,7,16:26:42,16:28:42,['55'],[]
14,5,16:36:38,16:38:38,[],['55']
15,6,16:44:33,16:57:00,['57'],[]
16,7,16:59:46,17:01:46,[],['57']
17,8,17:07:09,19:00:00,[],[]
