number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,07:00:00,[],[]
2,17,07:15:40,08:32:00,"['66', '61']",[]
3,0,08:47:40,08:49:40,[],"['66', '61']"
4,15,08:58:40,09:07:00,['31'],[]
5,0,09:16:00,09:18:00,[],['31']
6,4,09:30:07,09:48:33,"['1', '54']",[]
7,16,09:52:17,09:54:17,[],"['1', '54']"
8,14,09:58:43,11:47:00,['6'],[]
9,4,11:54:54,11:57:31,['32'],['6']
10,20,12:11:26,12:13:26,[],['32']
11,19,12:18:20,12:35:18,['14'],[]
12,4,12:44:32,12:46:32,[],['14']
13,19,12:55:46,13:27:00,['26'],[]
14,18,13:29:05,13:32:00,['0'],[]
15,4,13:41:00,14:36:26,['60'],"['26', '0']"
16,18,14:45:26,14:47:26,[],['60']
17,19,14:49:31,14:55:52,['51'],[]
18,4,15:05:06,15:07:06,[],['51']
19,14,15:15:00,15:17:00,['28'],[]
20,0,15:22:32,17:05:52,"['24', '11']",['28']
21,14,17:11:24,17:13:24,[],"['24', '11']"
22,0,17:18:56,19:00:00,[],[]
