number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:52:00,['22'],[]
2,21,08:56:38,08:58:38,[],['22']
3,22,09:01:12,09:03:12,['10'],[]
4,28,09:16:19,09:22:00,"['30', '1']",['10']
5,27,09:25:38,09:27:38,[],['1']
6,25,09:31:29,09:33:29,[],['30']
7,23,09:38:38,09:52:00,['16'],[]
8,0,09:59:30,10:28:35,['0'],['16']
9,26,10:43:15,10:45:15,[],['0']
10,28,10:49:53,10:51:53,"['32', '20', '35']",[]
11,27,10:55:31,10:57:31,[],"['32', '20']"
12,25,11:01:22,11:05:22,[],['35']
13,0,11:17:34,19:00:00,[],[]
