number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:52:02,['21'],[]
2,3,09:01:21,09:06:50,['0'],[]
3,13,09:23:30,09:32:00,[],"['21', '0']"
4,11,09:37:43,09:50:18,['59'],[]
5,8,09:57:13,10:17:00,['16'],[]
6,7,10:27:57,10:29:57,[],['59']
7,0,10:33:25,11:18:02,['57'],['16']
8,3,11:27:21,11:57:00,['6'],['57']
9,9,12:04:37,12:23:32,['48'],[]
10,13,12:32:38,12:34:38,[],"['6', '48']"
11,9,12:43:44,12:47:00,"['22', '31']",[]
12,8,12:50:28,13:02:00,['17'],[]
13,3,13:06:09,13:08:09,[],"['22', '31', '17']"
14,9,13:15:46,13:32:00,['44'],[]
15,3,13:39:37,13:41:37,[],['44']
16,10,13:51:24,14:29:39,['39'],[]
17,3,14:39:26,16:32:14,['19'],['39']
18,9,16:39:51,16:41:51,[],['19']
19,0,16:57:20,19:00:00,[],[]
