number,stop ID,arrival time,departure time,pick up users,drop of users
1,0,07:00:00,08:04:02,[],[]
2,8,08:16:31,08:18:31,['64'],[]
3,0,08:31:00,08:42:00,['33'],['64']
4,3,08:51:19,09:05:11,['10'],[]
5,9,09:12:48,09:17:00,['20'],['33']
6,13,09:26:06,09:35:23,[],"['10', '20']"
7,12,09:38:09,09:41:58,['31'],[]
8,11,09:47:41,09:52:00,['39'],[]
9,9,09:55:28,09:57:28,['14'],[]
10,3,10:05:05,10:08:28,['12'],"['39', '14', '31']"
11,12,10:25:08,10:27:08,[],['12']
12,13,10:29:54,10:38:52,"['22', '46']",[]
13,11,10:44:35,10:47:00,['24'],[]
14,3,10:58:05,11:00:28,['48'],"['22', '46', '24']"
15,7,11:07:36,11:09:36,[],['48']
16,3,11:16:44,11:28:24,"['61', '47', '66']",[]
17,8,11:32:33,11:35:36,[],['61']
18,11,11:42:31,11:44:31,[],['66']
19,12,11:50:14,11:52:14,[],['47']
20,13,11:55:00,11:57:00,['23'],[]
21,11,12:02:43,12:04:43,[],['23']
22,8,12:11:38,12:50:51,['5'],[]
23,3,12:55:00,12:57:00,[],['5']
24,12,13:13:40,13:32:00,['43'],[]
25,3,13:48:40,14:07:00,"['34', '32']",['43']
26,8,14:11:09,14:13:09,[],['32']
27,9,14:16:37,14:18:59,[],['34']
28,0,14:34:28,19:00:00,[],[]
